# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 17 18:47:25 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1
# CONSTRAINT:  and pl_bmassestr > 10)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN hd_name:        HD ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN pul_flag:       Detected by Pulsar Timing Variations
# COLUMN ptv_flag:       Detected by Pulsation Timing Variations
# COLUMN tran_flag:      Detected by Transits
# COLUMN ast_flag:       Detected by Astrometric Variations
# COLUMN obm_flag:       Detected by Orbital Brightness Modulations
# COLUMN micro_flag:     Detected by Microlensing
# COLUMN etv_flag:       Detected by Eclipse Timing Variations
# COLUMN ima_flag:       Detected by Imaging
# COLUMN dkin_flag:      Detected by Disk Kinematics
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_nrvc:        Number of Radial Velocity Time Series
#
pl_name,hostname,hd_name,default_flag,sy_snum,sy_pnum,cb_flag,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_mass,st_masserr1,st_masserr2,st_masslim,st_nrvc
2MASS J19383260+4603591 b,2MASS J19383260+4603591,,1,2,3,1,0,0,0,0,0,0,0,1,0,0,Published Confirmed,0,<a refstr=ESMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5207E/abstract target=ref>Esmer et al. 2022</a>,406.00000000,4.00000000,-4.00000000,0,,,,,,,,,591.16084,15.89142,-15.89142,0,Msini,0.330000,0.050000,-0.050000,0,,,,,<a refstr=ESMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5207E/abstract target=ref>Esmer et al. 2022</a>,0.48,,,0,0
2MASS J19383260+4603591 b,2MASS J19383260+4603591,,0,2,3,1,0,0,0,0,0,0,0,1,0,0,Published Confirmed,0,<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>,416.00000000,2.00000000,-2.00000000,0,0.920000,0.020000,-0.020000,0,,,,,603.87700,31.78300,-31.78300,0,Mass,,,,,,,,,<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>,0.48,0.03,-0.03,0,0
47 UMa b,47 UMa,HD 95128,0,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,1076.60000000,1.30000000,-1.10000000,0,2.059000,0.031000,-0.032000,0,,,,,774.86566,27.01541,-27.01541,0,Msini,0.016000,0.007600,-0.008000,0,48.160,0.770,-0.730,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,1.01,0.05,-0.05,0,9
47 UMa b,47 UMa,HD 95128,0,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,1076.60000000,2.30000000,-2.30000000,0,2.100000,0.022000,-0.022000,0,,,,,778.68350,31.78300,-31.78300,0,Msini,0.012000,0.023000,-0.023000,0,46.600,1.100,-1.100,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,1.06,0.03,-0.03,0,9
47 UMa b,47 UMa,HD 95128,1,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,1078.00000000,2.00000000,-2.00000000,0,2.100000,0.020000,-0.020000,0,,,,,804.08000,22.25000,-19.07000,0,Msini,0.032000,0.014000,-0.014000,0,48.400,0.800,-0.900,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.06,0.13,-0.14,0,9
47 UMa b,47 UMa,HD 95128,0,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,1083.20000000,1.80000000,-1.80000000,0,2.110000,0.040000,-0.040000,0,,,,,826.32000,41.32000,-41.32000,0,Msini,0.049000,0.014000,-0.014000,0,49.300,1.000,-1.000,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,,,,,9
47 UMa b,47 UMa,HD 95128,0,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,1100.80000000,7.20000000,-7.20000000,0,2.110000,,,0,,,,,877.17000,31.78000,-31.78000,0,Msini,0.097000,0.039000,-0.039000,0,53.600,1.900,-1.900,0,<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>,,,,,9
47 UMa c,47 UMa,HD 95128,0,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,2287.00000000,19.00000000,-16.00000000,0,3.404000,0.054000,-0.056000,0,,,,,157.96072,10.17051,-9.53485,0,Msini,0.179000,0.090000,-0.092000,0,7.800,0.460,-0.440,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,1.01,0.05,-0.05,0,9
47 UMa c,47 UMa,HD 95128,1,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,2391.00000000,100.00000000,-87.00000000,0,3.600000,0.100000,-0.100000,0,,,,,171.62100,20.97600,-23.20100,0,Msini,0.098000,0.047000,-0.096000,0,8.000,1.000,-1.000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.06,0.13,-0.14,0,9
47 UMa c,47 UMa,HD 95128,0,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,7586.00000000,727.00000000,-727.00000000,0,7.730000,0.580000,-0.580000,0,,,,,425.87000,69.92000,-69.92000,0,Msini,0.005000,,,0,13.300,1.400,-1.400,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,,,,,9
47 UMa d,47 UMa,HD 95128,0,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,19000.00000000,11000.00000000,-4000.00000000,0,13.800000,4.800000,-2.100000,0,,,,,479.92089,69.92225,-54.03083,0,Msini,0.380000,0.160000,-0.150000,0,12.400,1.400,-1.100,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,1.01,0.05,-0.05,0,9
47 UMa d,47 UMa,HD 95128,1,1,3,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,14002.00000000,4018.00000000,-5095.00000000,0,11.600000,2.100000,-2.900000,0,,,,,521.22000,92.17000,-152.55000,0,Msini,0.160000,0.090000,-0.160000,0,13.800,2.200,-2.900,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1.06,0.13,-0.14,0,9
55 Cnc b,55 Cnc,HD 75732,0,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,14.67000000,0.01000000,-0.01000000,0,0.115000,0.003000,-0.003000,0,,,,,249.17872,28.60470,-28.60470,0,Msini,0.019700,0.012000,-0.012000,0,67.365,0.820,-0.820,0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,0.95,0.08,-0.08,0,9
55 Cnc b,55 Cnc,HD 75732,0,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...759...19E/abstract target=ref> Endl et al. 2012 </a>,14.65100000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,,,,,254.25000,3.81400,-3.81400,0,Msini,0.004000,0.003000,-0.003000,0,71.110,0.240,-0.240,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.90,0.14,-0.09,0,9
55 Cnc b,55 Cnc,HD 75732,0,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,14.60000000,,,0,0.113000,,,0,,,,,254.25000,,,0,Mass,0.000000,,,0,,,,,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,,,,,9
55 Cnc b,55 Cnc,HD 75732,1,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,,,,,255.40000,2.90000,-2.90000,0,Msini,0.000000,0.010000,-0.010000,0,71.370,0.210,-0.210,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.91,0.01,-0.01,0,9
55 Cnc b,55 Cnc,HD 75732,0,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,14.65126000,0.00070000,-0.00070000,0,0.113800,0.006600,-0.006600,0,,,,,260.61000,38.14000,-38.14000,0,Msini,0.015900,0.008000,-0.008000,0,71.840,0.410,-0.410,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.90,0.14,-0.09,0,9
55 Cnc b,55 Cnc,HD 75732,0,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=FISCHER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675..790F/abstract target=ref> Fischer et al. 2008 </a>,14.65162000,0.00070000,-0.00070000,0,0.115000,0.000001,-0.000001,0,,,,,261.88100,2.22500,-2.22500,0,Msini,0.014000,0.008000,-0.008000,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.90,0.14,-0.09,0,9
55 Cnc b,55 Cnc,HD 75732,0,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,14.65152000,0.00015000,-0.00015000,0,0.115227,0.000001,-0.000001,0,,,,,263.97850,1.04880,-1.04880,0,Mass,0.003400,0.003200,-0.003200,0,71.400,0.290,-0.290,0,<a refstr=BALUEV_2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1493B/abstract target=ref>Baluev 2015</a>,0.95,,,0,9
55 Cnc b,55 Cnc,HD 75732,0,2,5,0,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>,14.46531400,0.00090000,-0.00095000,0,0.113390,0.000110,-0.000110,0,,,,,266.96600,41.63400,-9.85200,0,Mass,0.002300,0.002500,-0.001600,0,71.470,0.210,-0.210,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.90,0.14,-0.09,0,9
